Tipo,Rubro,Subregion,Año,Municipio,Área Total,Área Producción,Volumen Producción
Permanentes,Agraz - Mortiño,Norte,2015,Santa Rosa De Osos,3.40,3.00,6.00
Permanentes,Agraz - Mortiño,Norte,2015,San Andrés De Cuerquia,4.00,0.00,0.00
Permanentes,Agraz - Mortiño,Norte,2015,Entrerríos,2.50,1.00,1.00
Permanentes,Agraz - Mortiño,Norte,2015,Don Matías,1.00,0.00,0.00
Permanentes,Aguacate,Suroeste,2015,Andes,15.00,12.00,60.00
Permanentes,Aguacate,Suroeste,2015,Valparaiso,24.00,17.00,136.00
Permanentes,Aguacate,Urabá,2015,Apartadó,120.00,114.00,1710.00
Permanentes,Aguacate,Oriente,2015,San Francisco,3.00,0.00,0.00
Permanentes,Aguacate,Suroeste,2015,Jardín,78.00,78.00,936.00
Permanentes,Aguacate,Oriente,2015,Sonsón,1350.00,495.00,6930.00
Permanentes,Aguacate,Oriente,2015,La Unión,32.50,21.50,150.50
Permanentes,Aguacate,Oriente,2015,Guatapé,17.00,12.00,84.00
Permanentes,Aguacate,Oriente,2015,Argelia,17.00,15.00,60.00
Permanentes,Aguacate,Suroeste,2015,Urrao,10.00,10.00,360.00
Permanentes,Aguacate,Suroeste,2015,Titiribí,17.00,17.00,93.50
Permanentes,Aguacate,Suroeste,2015,Santa Bárbara,622.00,605.00,4840.00
Permanentes,Aguacate,Occidente,2015,Uramita,70.00,37.00,92.50
Permanentes,Aguacate,Occidente,2015,Peque,36.00,32.00,48.00
Permanentes,Aguacate,Occidente,2015,Anzá,6.00,0.00,0.00
Permanentes,Aguacate,Norte,2015,Toledo,4.00,4.00,32.00
Permanentes,Aguacate,Norte,2015,San Andrés De Cuerquia,8.00,7.00,42.00
Permanentes,Aguacate,Valle de Aburra,2015,Medellín,33.00,28.00,168.00
Permanentes,Aguacate,Valle de Aburra,2015,Girardota,7.00,5.00,35.00
Permanentes,Aguacate,Valle de Aburra,2015,La Estrella,5.00,5.00,35.00
Permanentes,Aguacate,Norte,2015,Valdivia,65.40,28.40,238.56
Permanentes,Aguacate,Magdalena Medio,2015,Caracolí,16.00,15.00,75.00
Permanentes,Aguacate,Urabá,2015,Vigía Del Fuerte,22.50,20.00,160.00
Permanentes,Aguacate,Urabá,2015,Turbo,413.00,208.00,2080.00
Permanentes,Aguacate,Oriente,2015,San Carlos,16.00,16.00,48.00
Permanentes,Aguacate Hass,Valle de Aburra,2015,Caldas,12.00,11.50,46.00
Permanentes,Aguacate Hass,Occidente,2015,Frontino,33.00,33.00,82.50
Permanentes,Aguacate Hass,Suroeste,2015,Montebello,238.00,208.00,1248.00
Permanentes,Aguacate Hass,Suroeste,2015,Caramanta,10.00,10.00,120.00
Permanentes,Aguacate Hass,Oriente,2015,Rionegro,185.00,180.00,1440.00
Permanentes,Aguacate Hass,Oriente,2015,El Retiro,697.00,265.00,5300.00
Permanentes,Aguacate Hass,Oriente,2015,La Ceja,362.00,350.00,2800.00
Permanentes,Aguacate Hass,Norte,2015,Santa Rosa De Osos,7.50,3.50,28.00
Permanentes,Aguacate Hass,Occidente,2015,Santa Fe De Antioquia,10.50,0.00,0.00
Permanentes,Aguacate Hass,Suroeste,2015,Fredonia,50.00,49.00,171.50
Permanentes,Aguacate Hass,Oriente,2015,San Vicente,225.00,169.00,1690.00
Permanentes,Aguacate Hass,Oriente,2015,Marinilla,217.00,118.00,826.00
Permanentes,Aguacate Hass,Oriente,2015,Guarne,356.00,300.00,2700.00
Permanentes,Aguacate Hass,Oriente,2015,Granada,27.00,16.00,110.40
Permanentes,Aguacate Hass,Oriente,2015,El Carmen De Viboral,350.00,335.00,2680.00
Permanentes,Aguacate Hass,Oriente,2015,El Santuario,198.00,93.00,558.00
Permanentes,Aguacate Hass,Oriente,2015,El Peñol,519.00,290.00,2320.00
Permanentes,Aguacate Hass,Oriente,2015,Concepción,15.00,15.00,45.00
Permanentes,Aguacate Hass,Oriente,2015,Abejorral,436.00,317.00,3011.50
Permanentes,Aguacate Hass,Suroeste,2015,Venecia,37.00,35.50,159.75
Permanentes,Aguacate Hass,Suroeste,2015,Urrao,2623.00,295.00,10620.00
Permanentes,Aguacate Hass,Suroeste,2015,Tarso,31.40,29.40,176.40
Permanentes,Aguacate Hass,Suroeste,2015,Támesis,60.30,60.30,289.44
Permanentes,Aguacate Hass,Suroeste,2015,Salgar,94.90,39.00,429.00
Permanentes,Aguacate Hass,Suroeste,2015,Jericó,90.00,80.00,480.00
Permanentes,Aguacate Hass,Suroeste,2015,Concordia,10.00,8.00,96.00
Permanentes,Aguacate Hass,Suroeste,2015,Betulia,54.00,34.00,340.00
Permanentes,Aguacate Hass,Suroeste,2015,Angelópolis,38.00,37.00,444.00
Permanentes,Aguacate Hass,Suroeste,2015,Amagá,129.00,129.00,1290.00
Permanentes,Aguacate Hass,Occidente,2015,Sopetrán,40.00,10.00,75.00
Permanentes,Aguacate Hass,Occidente,2015,Liborina,70.00,40.00,140.00
Permanentes,Aguacate Hass,Occidente,2015,Heliconia,17.00,6.00,18.00
Permanentes,Aguacate Hass,Occidente,2015,Caicedo,79.00,31.00,155.00
Permanentes,Aguacate Hass,Occidente,2015,Armenia,6.00,6.00,18.00
Permanentes,Aguacate Hass,Occidente,2015,Anzá,4.50,0.00,0.00
Permanentes,Aguacate Hass,Norte,2015,Yarumal,69.00,10.00,9.00
Permanentes,Banano Criollo,Occidente,2015,Armenia,1.00,1.00,5.00
Permanentes,Aguacate Hass,Norte,2015,San Pedro De Los Milagros,109.50,50.50,404.00
Permanentes,Aguacate Hass,Norte,2015,Entrerríos,22.00,10.00,120.00
Permanentes,Aguacate Hass,Norte,2015,Don Matías,27.00,27.00,378.00
Permanentes,Aguacate Hass,Norte,2015,Angostura,80.00,0.00,0.00
Permanentes,Aguacate Hass,Valle de Aburra,2015,Barbosa,5.00,1.00,0.20
Permanentes,Aguacate Lorena,Occidente,2015,Sabanalarga,57.20,5.20,13.00
Permanentes,Aguacate Lorena,Occidente,2015,Olaya,26.00,5.00,22.50
Permanentes,Aguacate Lorena,Norte,2015,Ituango,33.00,18.00,108.00
Permanentes,Aguacate Lorena,Norte,2015,Valdivia,7.60,3.30,26.40
Permanentes,Aguacate Santa Ana,Urabá,2015,Necoclí,114.00,114.00,2280.00
Transitorios,Ahuyama,Occidente,2015,Dabeiba,120.00,120.00,1440.00
Transitorios,Ahuyama,Occidente,2015,Uramita,45.00,44.00,566.00
Transitorios,Ají,Norte,2015,San Pedro De Los Milagros,8.50,8.00,112.00
Transitorios,Ají,Norte,2015,Valdivia,13.00,12.00,194.40
Transitorios,Ajo,Valle de Aburra,2015,Medellín,5.00,3.00,12.00
Permanentes,Algarrobo,Occidente,2015,Santa Fe De Antioquia,3.00,3.00,16.50
Transitorios,Algodón,Occidente,2015,Uramita,180.00,176.00,281.60
Transitorios,Apio,Oriente,2015,Marinilla,52.00,50.00,1100.00
Transitorios,Apio,Valle de Aburra,2015,Medellín,23.00,16.00,304.00
Anuales,Arracacha,Oriente,2015,El Carmen De Viboral,300.00,290.00,2610.00
Transitorios,Arroz Tecnificado,Bajo Cauca,2015,Cáceres,1475.00,1475.00,7387.50
Transitorios,Arroz Tecnificado,Bajo Cauca,2015,Caucasia,1900.00,1900.00,6700.00
Transitorios,Arroz Tecnificado,Bajo Cauca,2015,El Bagre,90.00,85.50,342.00
Transitorios,Arroz Tecnificado,Bajo Cauca,2015,Nechí,6300.00,6300.00,28260.00
Transitorios,Arroz Tecnificado,Magdalena Medio,2015,Puerto Berrío,220.00,220.00,1100.00
Transitorios,Arroz Tecnificado,Urabá,2015,San Juan De Urabá,100.00,100.00,400.00
Transitorios,Arroz Tecnificado,Bajo Cauca,2015,Tarazá,100.00,97.00,388.00
Transitorios,Arroz Tecnificado,Magdalena Medio,2015,Yondó,420.00,396.00,2085.50
Transitorios,Arroz Tecnificado,Bajo Cauca,2015,Zaragoza,1000.00,1000.00,4250.00
Transitorios,Arroz Tradicional,Urabá,2015,Apartadó,1158.00,1104.00,1987.20
Transitorios,Arroz Tradicional,Urabá,2015,Arboletes,1320.00,1160.00,1160.00
Transitorios,Arroz Tradicional,Bajo Cauca,2015,Cáceres,1535.00,1511.00,1813.20
Transitorios,Arroz Tradicional,Bajo Cauca,2015,Caucasia,416.00,416.00,540.80
Transitorios,Arroz Tradicional,Urabá,2015,Chigorodó,280.00,260.00,390.00
Transitorios,Arroz Tradicional,Bajo Cauca,2015,El Bagre,1440.00,1369.00,1642.80
Transitorios,Arroz Tradicional,Urabá,2015,Murindó,146.00,136.00,217.60
Transitorios,Arroz Tradicional,Urabá,2015,Mutatá,77.00,44.00,61.60
Transitorios,Arroz Tradicional,Bajo Cauca,2015,Nechí,1070.00,1070.00,2555.00
Transitorios,Arroz Tradicional,Urabá,2015,Necoclí,3061.00,2736.00,6840.00
Transitorios,Arroz Tradicional,Urabá,2015,San Juan De Urabá,170.00,165.00,165.00
Transitorios,Arroz Tradicional,Urabá,2015,San Pedro De Urabá,1435.00,1410.00,1574.00
Transitorios,Arroz Tradicional,Nordeste,2015,Segovia,223.00,217.00,303.80
Transitorios,Arroz Tradicional,Bajo Cauca,2015,Tarazá,550.00,530.00,1325.00
Transitorios,Arroz Tradicional,Urabá,2015,Turbo,4600.00,4600.00,5980.00
Transitorios,Arroz Tradicional,Nordeste,2015,Vegachí,4.00,4.00,2.80
Transitorios,Arroz Tradicional,Urabá,2015,Vigía Del Fuerte,799.00,799.00,1912.40
Transitorios,Arroz Tradicional,Bajo Cauca,2015,Zaragoza,700.00,700.00,770.00
Transitorios,Arveja,Oriente,2015,El Carmen De Viboral,450.00,420.00,2520.00
Transitorios,Arveja,Oriente,2015,El Santuario,50.00,50.00,300.00
Transitorios,Arveja,Oriente,2015,Marinilla,67.00,64.00,320.00
Transitorios,Arveja,Norte,2015,San Pedro De Los Milagros,21.00,13.00,39.00
Transitorios,Arveja,Norte,2015,Santa Rosa De Osos,4.00,4.00,10.00
Transitorios,Arveja,Oriente,2015,Sonsón,200.00,185.00,1665.00
Permanentes,Banano Criollo,Occidente,2015,Frontino,8.00,8.00,40.00
Permanentes,Banano Criollo,Suroeste,2015,Andes,177.00,177.00,1593.00
Permanentes,Banano Criollo,Suroeste,2015,Caramanta,91.00,91.00,91.00
Permanentes,Banano Criollo,Suroeste,2015,Jardín,329.00,314.00,3768.00
Permanentes,Banano Criollo,Suroeste,2015,Salgar,27.50,16.50,49.50
Permanentes,Banano Criollo,Suroeste,2015,Betania,3.00,3.00,39.00
Permanentes,Banano Criollo,Occidente,2015,Liborina,258.00,258.00,645.00
Permanentes,Banano Criollo,Occidente,2015,Dabeiba,22.00,22.00,110.00
Permanentes,Banano Criollo,Occidente,2015,Cañasgordas,7.00,7.00,35.00
Permanentes,Banano Criollo,Valle de Aburra,2015,Girardota,4.00,0.00,0.00
Permanentes,Banano Exportación,Urabá,2015,Apartadó,8669.55,8669.55,313115.92
Permanentes,Banano Exportación,Urabá,2015,Carepa,11308.11,11308.11,408412.07
Permanentes,Banano Exportación,Urabá,2015,Chigorodó,4214.84,4214.84,152226.32
Permanentes,Banano Exportación,Urabá,2015,Turbo,10074.50,10074.50,363858.02
Permanentes,Banano Manzano,Urabá,2015,Apartadó,134.00,134.00,2278.00
Permanentes,Banano Manzano,Urabá,2015,Turbo,71.60,71.60,1217.20
Permanentes,Banano Manzano,Urabá,2015,Chigorodó,40.00,40.00,400.00
Permanentes,Banano Manzano,Urabá,2015,Carepa,1115.00,1111.00,25553.00
Permanentes,Banano Monocultivo,Suroeste,2015,Jardín,53.00,43.00,645.00
Permanentes,Banano Monocultivo,Suroeste,2015,Salgar,7.50,4.50,135.00
Permanentes,Banano Monocultivo,Suroeste,2015,Concordia,60.00,52.00,416.00
Permanentes,Banano Monocultivo,Suroeste,2015,Ciudad Bolívar,15.00,0.00,0.00
Permanentes,Borojó,Oriente,2015,San Luis,15.00,15.00,6.00
Permanentes,Borojó,Urabá,2015,Vigía Del Fuerte,68.00,25.00,65.00
Permanentes,Borojó,Urabá,2015,Murindó,22.00,6.50,9.75
Permanentes,Brevo,Oriente,2015,El Santuario,3.30,3.30,9.90
Permanentes,Brevo,Norte,2015,San Pedro De Los Milagros,2.00,2.00,15.00
Permanentes,Brevo,Valle de Aburra,2015,Medellín,16.50,16.50,115.50
Permanentes,Brevo,Valle de Aburra,2015,Envigado,1.50,1.50,15.75
Transitorios,Brócoli,Oriente,2015,Marinilla,185.00,181.00,3620.00
Transitorios,Brócoli,Norte,2015,San Pedro De Los Milagros,40.00,24.00,528.00
Permanentes,Cacao,Magdalena Medio,2015,Puerto Triunfo,91.00,86.00,51.60
Permanentes,Cacao,Occidente,2015,Frontino,58.00,38.00,26.60
Permanentes,Cacao,Suroeste,2015,Valparaiso,8.00,8.00,2.40
Permanentes,Cacao,Norte,2015,Gómez Plata,12.80,12.80,3.84
Permanentes,Cacao,Nordeste,2015,Remedios,425.00,395.00,237.00
Permanentes,Cacao,Suroeste,2015,Montebello,24.00,24.00,12.00
Permanentes,Cacao,Urabá,2015,San Pedro De Urabá,512.00,472.00,330.40
Permanentes,Cacao,Oriente,2015,San Carlos,213.50,196.50,196.50
Permanentes,Cacao,Oriente,2015,San Rafael,37.00,17.00,13.60
Permanentes,Cacao,Urabá,2015,Mutatá,44.00,26.00,18.20
Permanentes,Cacao,Norte,2015,Santa Rosa De Osos,2.00,2.00,0.60
Permanentes,Cacao,Occidente,2015,Santa Fe De Antioquia,6.00,1.00,0.50
Permanentes,Cacao,Urabá,2015,Apartadó,1534.00,1404.00,702.00
Permanentes,Cacao,Oriente,2015,San Francisco,330.00,290.00,232.00
Permanentes,Cacao,Occidente,2015,Dabeiba,307.00,284.00,198.80
Permanentes,Cacao,Oriente,2015,Sonsón,81.00,61.00,54.90
Permanentes,Cacao,Oriente,2015,San Luis,259.00,159.00,63.60
Permanentes,Cacao,Oriente,2015,Nariño,440.00,328.00,131.20
Permanentes,Cacao,Oriente,2015,Cocorná,55.00,45.00,22.50
Permanentes,Cacao,Oriente,2015,Argelia,108.00,8.00,8.00
Permanentes,Cacao,Oriente,2015,Abejorral,0.00,0.00,0.00
Permanentes,Cacao,Nordeste,2015,Cisneros,20.00,14.50,14.50
Permanentes,Cacao,Suroeste,2015,Tarso,44.30,39.30,47.16
Permanentes,Cacao,Suroeste,2015,Támesis,181.50,181.50,108.90
Permanentes,Cacao,Suroeste,2015,Santa Bárbara,72.00,68.00,102.00
Permanentes,Cacao,Occidente,2015,Uramita,132.00,112.00,100.80
Permanentes,Cacao,Magdalena Medio,2015,Puerto Berrío,178.00,178.00,71.20
Permanentes,Cacao,Nordeste,2015,Vegachí,820.00,767.00,460.20
Permanentes,Cacao,Occidente,2015,Sabanalarga,4.00,4.00,2.00
Permanentes,Cacao,Occidente,2015,Cañasgordas,83.00,72.00,28.80
Permanentes,Cacao,Occidente,2015,Buriticá,13.00,3.00,1.80
Permanentes,Cacao,Norte,2015,Yarumal,40.00,0.00,0.00
Permanentes,Cacao,Norte,2015,San Andrés De Cuerquia,151.00,99.00,19.80
Permanentes,Cacao,Norte,2015,Ituango,265.00,235.00,188.00
Permanentes,Cacao,Norte,2015,Guadalupe,86.00,43.00,34.40
Permanentes,Cacao,Norte,2015,Campamento,46.00,46.00,18.40
Permanentes,Cacao,Norte,2015,Briceño,181.00,165.00,99.00
Permanentes,Cacao,Bajo Cauca,2015,Caucasia,136.00,0.00,0.00
Permanentes,Cacao,Magdalena Medio,2015,Yondó,116.00,51.00,25.50
Permanentes,Cacao,Norte,2015,Valdivia,556.20,372.20,297.76
Permanentes,Cacao,Bajo Cauca,2015,Zaragoza,283.00,73.00,58.40
Permanentes,Cacao,Bajo Cauca,2015,Tarazá,984.00,315.00,189.00
Permanentes,Cacao,Bajo Cauca,2015,Nechí,85.00,10.00,3.00
Permanentes,Cacao,Bajo Cauca,2015,El Bagre,307.50,157.00,78.50
Permanentes,Cacao,Bajo Cauca,2015,Cáceres,1468.00,773.00,618.40
Permanentes,Cacao,Magdalena Medio,2015,Puerto Nare,171.00,105.30,36.85
Permanentes,Cacao,Magdalena Medio,2015,Maceo,1480.00,1095.00,766.50
Permanentes,Cacao,Magdalena Medio,2015,Caracolí,450.00,334.00,233.80
Permanentes,Cacao,Nordeste,2015,Yolombó,127.00,124.00,49.60
Permanentes,Cacao,Nordeste,2015,Yalí,598.00,551.00,385.70
Permanentes,Cacao,Nordeste,2015,Segovia,154.00,84.00,33.60
Permanentes,Cacao,Nordeste,2015,Santo Domingo,54.00,54.00,37.80
Permanentes,Cacao,Nordeste,2015,San Roque,93.00,71.50,35.75
Permanentes,Cacao,Nordeste,2015,Anorí,220.00,170.00,102.00
Permanentes,Cacao,Nordeste,2015,Amalfi,707.00,668.00,334.00
Permanentes,Cacao,Urabá,2015,Turbo,2186.00,1851.00,925.50
Permanentes,Cacao,Urabá,2015,San Juan De Urabá,390.00,390.00,390.00
Permanentes,Cacao,Urabá,2015,Necoclí,1711.00,984.00,1476.00
Permanentes,Cacao,Urabá,2015,Murindó,6.50,0.00,0.00
Permanentes,Cacao,Urabá,2015,Chigorodó,412.50,319.50,319.50
Permanentes,Cacao,Urabá,2015,Carepa,319.00,247.00,167.96
Permanentes,Cacao,Urabá,2015,Arboletes,245.00,245.00,196.00
Permanentes,Café,Occidente,2015,San Jerónimo,653.70,534.60,641.52
Permanentes,Café,Occidente,2015,Frontino,1077.00,989.00,1483.50
Permanentes,Café,Suroeste,2015,Andes,11072.00,10122.00,13158.60
Permanentes,Café,Suroeste,2015,Valparaiso,679.00,679.00,1018.50
Permanentes,Café,Norte,2015,Gómez Plata,851.10,841.10,504.66
Permanentes,Café,Suroeste,2015,Montebello,1770.00,1470.00,1617.00
Permanentes,Café,Suroeste,2015,Caramanta,550.00,520.00,780.00
Permanentes,Café,Oriente,2015,San Carlos,770.90,769.70,1539.40
Permanentes,Café,Oriente,2015,San Rafael,1226.00,1116.00,669.60
Permanentes,Café,Oriente,2015,El Retiro,186.00,174.00,261.00
Permanentes,Café,Oriente,2015,La Ceja,422.00,410.00,492.00
Permanentes,Café,Norte,2015,Santa Rosa De Osos,747.00,695.60,904.28
Permanentes,Café,Occidente,2015,Santa Fe De Antioquia,2229.70,1914.80,2106.28
Permanentes,Café,Suroeste,2015,Fredonia,2630.00,2340.00,3042.00
Permanentes,Café,Suroeste,2015,Hispania,1119.00,944.00,1321.60
Permanentes,Café,Oriente,2015,San Francisco,380.00,332.00,365.20
Permanentes,Café,Oriente,2015,Sonsón,3556.00,3286.00,4600.40
Permanentes,Café,Oriente,2015,San Luis,304.80,299.80,239.84
Permanentes,Café,Oriente,2015,Nariño,1535.00,1327.00,1725.10
Permanentes,Café,Oriente,2015,Marinilla,67.00,54.00,54.00
Permanentes,Café,Oriente,2015,Guatapé,3.00,3.00,2.40
Permanentes,Café,Oriente,2015,Granada,257.00,214.00,342.40
Permanentes,Café,Oriente,2015,El Carmen De Viboral,151.00,146.00,116.80
Permanentes,Café,Oriente,2015,El Peñol,630.00,565.00,904.00
Permanentes,Café,Oriente,2015,Concepción,143.00,138.00,179.40
Permanentes,Café,Oriente,2015,Cocorná,783.00,743.00,817.30
Permanentes,Café,Oriente,2015,Argelia,1298.90,1076.70,1938.06
Permanentes,Café,Oriente,2015,Alejandría,711.50,677.50,1287.25
Permanentes,Café,Oriente,2015,Abejorral,3339.00,3043.00,3043.00
Permanentes,Café,Nordeste,2015,Cisneros,206.10,149.00,223.50
Permanentes,Café,Suroeste,2015,Venecia,762.00,599.00,1078.20
Permanentes,Café,Suroeste,2015,Urrao,991.50,918.50,1102.20
Permanentes,Café,Suroeste,2015,Titiribí,568.00,479.00,862.20
Permanentes,Café,Suroeste,2015,Tarso,1098.70,899.50,1349.25
Permanentes,Café,Suroeste,2015,Támesis,2913.30,2913.30,3787.29
Permanentes,Café,Suroeste,2015,Santa Bárbara,3221.00,2881.00,3169.10
Permanentes,Café,Suroeste,2015,Salgar,7769.00,6978.00,12560.40
Permanentes,Café,Suroeste,2015,Pueblorrico,1742.00,1447.20,1881.36
Permanentes,Café,Suroeste,2015,Jericó,2009.00,1734.00,2601.00
Permanentes,Café,Suroeste,2015,Concordia,7480.40,6034.20,15085.50
Permanentes,Café,Suroeste,2015,Ciudad Bolívar,10427.00,8468.00,15242.40
Permanentes,Café,Suroeste,2015,Betulia,6544.00,5172.00,10344.00
Permanentes,Café,Suroeste,2015,Betania,7699.00,7699.00,13858.20
Permanentes,Café,Suroeste,2015,Angelópolis,675.00,652.00,326.00
Permanentes,Café,Suroeste,2015,Amagá,697.00,595.00,714.00
Permanentes,Café,Occidente,2015,Uramita,1271.00,1271.00,1016.80
Permanentes,Café,Nordeste,2015,Vegachí,547.00,523.00,418.40
Permanentes,Café,Occidente,2015,Sopetrán,1168.00,1101.00,1761.60
Permanentes,Café,Occidente,2015,Liborina,1565.00,1503.00,2104.20
Permanentes,Café,Occidente,2015,Sabanalarga,1694.00,1691.00,3043.80
Permanentes,Café,Occidente,2015,Peque,1323.00,943.00,1697.40
Permanentes,Café,Occidente,2015,Olaya,406.00,399.00,518.70
Permanentes,Café,Occidente,2015,Heliconia,1245.30,1230.30,2460.60
Permanentes,Café,Occidente,2015,Giraldo,726.00,710.00,1420.00
Permanentes,Café,Occidente,2015,Dabeiba,2094.00,1996.00,2195.60
Permanentes,Café,Occidente,2015,Cañasgordas,3199.50,3099.00,4958.40
Permanentes,Café,Occidente,2015,Caicedo,2301.80,2122.30,4456.83
Permanentes,Café,Occidente,2015,Buriticá,1002.00,975.00,975.00
Permanentes,Café,Occidente,2015,Armenia,725.00,648.00,972.00
Permanentes,Café,Occidente,2015,Anzá,1350.00,1138.00,1479.40
Permanentes,Café,Norte,2015,Yarumal,338.00,309.30,463.95
Permanentes,Café,Norte,2015,Toledo,1200.00,900.00,1350.00
Permanentes,Café,Norte,2015,San Andrés De Cuerquia,1028.00,1028.00,1028.00
Permanentes,Café,Norte,2015,Ituango,2864.80,2777.00,5276.30
Permanentes,Café,Norte,2015,Guadalupe,557.40,524.40,734.16
Permanentes,Café,Norte,2015,Don Matías,190.00,156.00,140.40
Permanentes,Café,Norte,2015,Carolina,19.00,19.00,20.90
Permanentes,Café,Norte,2015,Campamento,427.10,180.10,216.12
Permanentes,Café,Norte,2015,Briceño,961.60,728.60,874.32
Permanentes,Café,Norte,2015,Angostura,1273.50,1232.80,1602.64
Permanentes,Café,Valle de Aburra,2015,Medellín,1201.00,1144.00,915.20
Permanentes,Café,Valle de Aburra,2015,Girardota,249.00,229.00,354.95
Permanentes,Café,Valle de Aburra,2015,Sabaneta,48.00,46.00,69.00
Permanentes,Café,Valle de Aburra,2015,La Estrella,69.00,69.00,103.50
Permanentes,Café,Valle de Aburra,2015,Envigado,10.00,10.00,13.00
Permanentes,Café,Valle de Aburra,2015,Copacabana,142.00,142.00,99.40
Permanentes,Café,Valle de Aburra,2015,Caldas,250.00,230.00,230.00
Permanentes,Café,Valle de Aburra,2015,Bello,156.00,147.00,132.30
Permanentes,Café,Valle de Aburra,2015,Barbosa,1209.50,937.40,1968.54
Permanentes,Café,Norte,2015,Valdivia,100.50,71.50,50.05
Permanentes,Café,Bajo Cauca,2015,Tarazá,23.00,18.00,7.20
Permanentes,Café,Magdalena Medio,2015,Maceo,333.00,333.00,199.80
Permanentes,Café,Magdalena Medio,2015,Caracolí,50.00,50.00,20.00
Permanentes,Café,Nordeste,2015,Yolombó,1783.00,1713.00,2569.50
Permanentes,Café,Nordeste,2015,Yalí,364.00,302.00,151.00
Permanentes,Café,Nordeste,2015,Santo Domingo,1399.50,1321.50,1717.95
Permanentes,Café,Nordeste,2015,San Roque,1228.00,1113.00,1113.00
Permanentes,Café,Nordeste,2015,Anorí,358.00,358.00,286.40
Permanentes,Café,Nordeste,2015,Amalfi,2462.50,1909.50,1718.55
Permanentes,Café,Suroeste,2015,Jardín,2426.00,2076.00,4152.00
Permanentes,Caña,Occidente,2015,San Jerónimo,26.00,20.00,80.00
Permanentes,Caña,Occidente,2015,Frontino,1569.00,1472.00,11040.00
Permanentes,Caña,Suroeste,2015,Andes,240.00,240.00,1032.00
Permanentes,Caña,Suroeste,2015,Valparaiso,120.00,120.00,540.00
Permanentes,Caña,Norte,2015,Gómez Plata,215.50,195.50,664.70
Permanentes,Caña,Nordeste,2015,Remedios,300.00,300.00,750.00
Permanentes,Caña,Suroeste,2015,Montebello,50.00,50.00,300.00
Permanentes,Caña,Suroeste,2015,Caramanta,325.00,250.00,1500.00
Permanentes,Caña,Oriente,2015,San Carlos,933.00,927.00,3244.50
Permanentes,Caña,Oriente,2015,San Rafael,604.00,530.00,2120.00
Permanentes,Caña,Norte,2015,Santa Rosa De Osos,196.00,196.00,823.20
Permanentes,Caña,Occidente,2015,Santa Fe De Antioquia,73.00,56.00,280.00
Permanentes,Caña,Suroeste,2015,Fredonia,76.00,76.00,304.00
Permanentes,Caña,Suroeste,2015,Hispania,55.00,34.00,272.00
Permanentes,Caña,Oriente,2015,San Francisco,105.00,75.00,150.00
Permanentes,Caña,Suroeste,2015,Jardín,90.00,59.00,236.00
Permanentes,Caña,Oriente,2015,Sonsón,653.00,633.00,2532.00
Permanentes,Caña,Oriente,2015,San Luis,336.00,331.00,99.30
Permanentes,Caña,Oriente,2015,Nariño,1108.00,1038.00,4048.20
Permanentes,Caña,Oriente,2015,Granada,422.00,400.00,1320.00
Permanentes,Caña,Oriente,2015,El Carmen De Viboral,285.00,283.00,707.50
Permanentes,Caña,Oriente,2015,Concepción,140.00,140.00,420.00
Permanentes,Caña,Oriente,2015,Cocorná,811.00,811.00,3811.70
Permanentes,Caña,Oriente,2015,Argelia,447.00,438.00,1752.00
Permanentes,Caña,Oriente,2015,Alejandría,182.00,132.00,528.00
Permanentes,Caña,Oriente,2015,Abejorral,200.00,195.00,1072.50
Permanentes,Caña,Nordeste,2015,Cisneros,796.50,740.00,3256.00
Permanentes,Caña,Suroeste,2015,Urrao,946.00,946.00,2175.80
Permanentes,Caña,Suroeste,2015,Titiribí,110.00,109.00,490.50
Permanentes,Caña,Suroeste,2015,Tarso,30.00,30.00,180.00
Permanentes,Caña,Suroeste,2015,Támesis,149.20,149.20,522.20
Permanentes,Caña,Suroeste,2015,Santa Bárbara,260.00,240.00,1440.00
Permanentes,Caña,Suroeste,2015,Pueblorrico,169.00,142.00,852.00
Permanentes,Caña,Suroeste,2015,Concordia,170.00,170.00,1190.00
Permanentes,Caña,Suroeste,2015,Ciudad Bolívar,37.00,52.00,494.00
Permanentes,Caña,Suroeste,2015,Betulia,110.00,104.00,832.00
Permanentes,Caña,Suroeste,2015,Betania,8.00,8.00,32.00
Permanentes,Caña,Suroeste,2015,Angelópolis,66.00,62.00,260.40
Permanentes,Caña,Suroeste,2015,Amagá,72.00,66.00,184.80
Permanentes,Caña,Occidente,2015,Uramita,484.00,447.00,1341.00
Permanentes,Caña,Magdalena Medio,2015,Puerto Berrío,40.00,40.00,120.00
Permanentes,Caña,Nordeste,2015,Vegachí,1520.00,1520.00,6080.00
Permanentes,Caña,Occidente,2015,Liborina,476.00,474.00,1422.00
Permanentes,Caña,Occidente,2015,Sabanalarga,43.00,38.00,72.20
Permanentes,Caña,Occidente,2015,Peque,87.00,65.00,260.00
Permanentes,Caña,Occidente,2015,Olaya,9.00,9.00,37.80
Permanentes,Caña,Occidente,2015,Heliconia,50.00,46.00,138.00
Permanentes,Caña,Occidente,2015,Giraldo,22.00,20.00,40.00
Permanentes,Caña,Occidente,2015,Dabeiba,420.00,345.00,3450.00
Permanentes,Caña,Occidente,2015,Cañasgordas,144.00,136.00,748.00
Permanentes,Caña,Occidente,2015,Caicedo,55.00,47.00,84.60
